company,year,function,destination,industry,origin,evidence_url,evidence_type,evidence_strength,reasons,raw_title,raw_summary,source
利群股份(601366),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-07-15/1214040679.PDF,上市公司公告,强,政策激励与补偿,利群商业集团股份有限公司关于收到<em>搬迁</em>补偿款的进展公告,利群股份：利群商业集团股份有限公司关于收到<em>搬迁</em>补偿款的进展公告,cninfo
兰花科创(600123),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-07-14/1214024637.PDF,上市公司公告,强,政策激励与补偿,兰花科创独立董事关于兰花纳米旧厂区关停<em>搬迁</em>损失补偿事项的事前认可意见,兰花科创：兰花科创独立董事关于兰花纳米旧厂区关停<em>搬迁</em>损失补偿事项的事前认可意见,cninfo
粤桂股份(000833),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-07-09/1213998266.PDF,上市公司公告,强,,关于贵糖整体<em>搬迁</em>相关协议履行的进展公告,粤桂股份：关于贵糖整体<em>搬迁</em>相关协议履行的进展公告,cninfo
ST明诚(600136),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-07-09/1213998976.PDF,上市公司公告,强,,武汉当代明诚文化体育集团股份有限公司关于公司办公地址<em>搬迁</em>的公告,ST明诚：武汉当代明诚文化体育集团股份有限公司关于公司办公地址<em>搬迁</em>的公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-07-06/1213956642.PDF,上市公司公告,强,政策激励与补偿,关于退城<em>搬迁</em>补偿事项进展的公告,河钢股份：关于退城<em>搬迁</em>补偿事项进展的公告,cninfo
德恩精工(300780),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-06-28/1213836402.PDF,上市公司公告,强,,关于参股公司<em>搬迁</em>的进展公告,德恩精工：关于参股公司<em>搬迁</em>的进展公告,cninfo
弘亚数控(002833),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-06-28/1213835962.PDF,上市公司公告,强,,关于控股子公司<em>搬迁</em>的进展公告,弘亚数控：关于控股子公司<em>搬迁</em>的进展公告,cninfo
万马股份(002276),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-06-21/1213765747.PDF,上市公司公告,强,政策激励与补偿,关于子公司拟签订《国有土地上房屋<em>搬迁</em>补偿协议》的公告,万马股份：关于子公司拟签订《国有土地上房屋<em>搬迁</em>补偿协议》的公告,cninfo
银禧科技(300221),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-06-21/1213760142.PDF,上市公司公告,强,,关于授权公司管理层办理苏州银禧科技<em>搬迁</em>事宜的公告,银禧科技：关于授权公司管理层办理苏州银禧科技<em>搬迁</em>事宜的公告,cninfo
世嘉科技(002796),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-06-20/1213749443.PDF,上市公司公告,强,,关于收到<em>搬迁</em>函的公告,世嘉科技：关于收到<em>搬迁</em>函的公告,cninfo
仙琚制药(002332),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-06-10/1213659825.PDF,上市公司公告,强,政策激励与补偿,关于签订城南厂区整体<em>搬迁</em>第三期补偿协议的公告,仙琚制药：关于签订城南厂区整体<em>搬迁</em>第三期补偿协议的公告,cninfo
粤桂股份(000833),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-06-03/1213603936.PDF,上市公司公告,强,,关于贵糖整体<em>搬迁</em>相关协议履行的进展公告,粤桂股份：关于贵糖整体<em>搬迁</em>相关协议履行的进展公告,cninfo
思进智能(003025),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-06-01/1213572431.PDF,上市公司公告,强,,关于公司生产基地<em>搬迁</em>进展暨签署补充协议的公告,思进智能：关于公司生产基地<em>搬迁</em>进展暨签署补充协议的公告,cninfo
鑫科材料(600255),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-05-28/1213527361.PDF,上市公司公告,强,,鑫科材料关于全资子公司<em>搬迁</em>进展的公告,鑫科材料：鑫科材料关于全资子公司<em>搬迁</em>进展的公告,cninfo
银禧科技(300221),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-05-27/1213529460.PDF,上市公司公告,强,,关于子公司收到<em>搬迁</em>通知书的公告,银禧科技：关于子公司收到<em>搬迁</em>通知书的公告,cninfo
金安国纪(002636),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-05-10/1213299872.PDF,上市公司公告,强,政策激励与补偿,关于子公司拟签署房屋<em>搬迁</em>补偿协议的公告,金安国纪：关于子公司拟签署房屋<em>搬迁</em>补偿协议的公告,cninfo
亚星化学(600319),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-05-09/1213291857.PDF,上市公司公告,强,政策激励与补偿,上会会计师事务所（特殊普通合伙）关于潍坊亚星化学股份有限公司2021年年报中有关<em>搬迁</em>补偿事项的问询函中有关问题的回复,*ST亚星：上会会计师事务所（特殊普通合伙）关于潍坊亚星化学股份有限公司2021年年报中有关<em>搬迁</em>补偿事项的问询函中有关问题的回复,cninfo
长城电工(600192),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-04-30/1213268590.PDF,上市公司公告,强,,长城电工关于控股子公司土地收储及<em>搬迁</em>改造的公告,长城电工：长城电工关于控股子公司土地收储及<em>搬迁</em>改造的公告,cninfo
东风科技(600081),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-04-30/1213247069.PDF,上市公司公告,强,政策激励与补偿,东风电子科技股份有限公司关于子公司拟签署<em>搬迁</em>补偿协议及<em>搬迁</em>扩能改造项目投资协议的公告,东风科技：东风电子科技股份有限公司关于子公司拟签署<em>搬迁</em>补偿协议及<em>搬迁</em>扩能改造项目投资协议的公告,cninfo
鑫科材料(600255),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-04-28/1213163279.PDF,上市公司公告,强,,鑫科材料关于全资子公司<em>搬迁</em>进展的公告,鑫科材料：鑫科材料关于全资子公司<em>搬迁</em>进展的公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-04-27/1213131670.PDF,上市公司公告,强,政策激励与补偿,关于收到退城<em>搬迁</em>补偿款的进展公告,河钢股份：关于收到退城<em>搬迁</em>补偿款的进展公告,cninfo
石大胜华(603026),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-04-27/1213132488.PDF,上市公司公告,强,政策激励与补偿,石大胜华关于签订<em>搬迁</em>补偿协议的公告,石大胜华：石大胜华关于签订<em>搬迁</em>补偿协议的公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-04-01/1212767671.PDF,上市公司公告,强,政策激励与补偿,关于收到退城<em>搬迁</em>补偿款的进展公告,河钢股份：关于收到退城<em>搬迁</em>补偿款的进展公告,cninfo
粤桂股份(000833),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-03-30/1212729529.PDF,上市公司公告,强,,关于贵糖集团《整体<em>搬迁</em>改造方案（修）》的公告,粤桂股份：关于贵糖集团《整体<em>搬迁</em>改造方案（修）》的公告,cninfo
粤桂股份(000833),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-03-23/1212643266.PDF,上市公司公告,强,,关于公司拟与贵港市政府、郁江公司签订贵糖整体<em>搬迁</em>项目相关协议的公告,粤桂股份：关于公司拟与贵港市政府、郁江公司签订贵糖整体<em>搬迁</em>项目相关协议的公告,cninfo
*ST澄星(600078),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-03-16/1212582604.PDF,上市公司公告,强,政策激励与补偿,江苏澄星磷化工股份有限公司关于公司及全资子公司江阴澄星日化有限公司签订退城<em>搬迁</em>补偿协议的进展公告,*ST澄星：江苏澄星磷化工股份有限公司关于公司及全资子公司江阴澄星日化有限公司签订退城<em>搬迁</em>补偿协议的进展公告,cninfo
粤桂股份(000833),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-03-16/1212581687.PDF,上市公司公告,强,,关于拟与贵港市政府、工投公司签订贵糖整体<em>搬迁</em>项目相关协议的补充公告,粤桂股份：关于拟与贵港市政府、工投公司签订贵糖整体<em>搬迁</em>项目相关协议的补充公告,cninfo
花园生物(300401),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-03-11/1212547219.PDF,上市公司公告,强,政策激励与补偿,关于公司全资子公司收到<em>搬迁</em>补偿款的进展公告,花园生物：关于公司全资子公司收到<em>搬迁</em>补偿款的进展公告,cninfo
庄园牧场(002910),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-03-04/1212500651.PDF,上市公司公告,强,,兰州庄园牧场股份有限公司关于全资子公司政策性<em>搬迁</em>的进展公告,庄园牧场：兰州庄园牧场股份有限公司关于全资子公司政策性<em>搬迁</em>的进展公告,cninfo
庄园牧场(01533),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-03-03/1212501696.PDF,上市公司公告,强,,兰州庄园牧场股份有限公司关於全资子公司政策性<em>搬迁</em>的进展公告,庄园牧场：兰州庄园牧场股份有限公司关於全资子公司政策性<em>搬迁</em>的进展公告,cninfo
粤桂股份(000833),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-03-02/1212481728.PDF,上市公司公告,强,,关于拟与贵港市政府、工投公司签订贵糖整体<em>搬迁</em>项目相关协议的公告,粤桂股份：关于拟与贵港市政府、工投公司签订贵糖整体<em>搬迁</em>项目相关协议的公告,cninfo
青松建化(600425),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-03-02/1212478985.PDF,上市公司公告,强,,青松建化关于子公司厂区<em>搬迁</em>土地挂牌出让的公告,青松建化：青松建化关于子公司厂区<em>搬迁</em>土地挂牌出让的公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-02-25/1212451958.PDF,上市公司公告,强,政策激励与补偿,关于收到退城<em>搬迁</em>补偿款的进展公告,河钢股份：关于收到退城<em>搬迁</em>补偿款的进展公告,cninfo
宝丽迪(300905),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-02-22/1212429214.PDF,上市公司公告,强,,关于旧厂<em>搬迁</em>暨设备升级改造项目的公告,宝丽迪：关于旧厂<em>搬迁</em>暨设备升级改造项目的公告,cninfo
中科信息(300678),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-02-21/1212403997.PDF,上市公司公告,强,,关于办公场所<em>搬迁</em>及联系地址变更的公告,中科信息：关于办公场所<em>搬迁</em>及联系地址变更的公告,cninfo
利群股份(601366),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-02-07/1212315902.PDF,上市公司公告,强,政策激励与补偿,利群商业集团股份有限公司关于收到<em>搬迁</em>补偿款的进展公告,利群股份：利群商业集团股份有限公司关于收到<em>搬迁</em>补偿款的进展公告,cninfo
云维股份(600725),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-29/1212303282.PDF,上市公司公告,强,,云维股份关于办公地址<em>搬迁</em>的公告,云维股份：云维股份关于办公地址<em>搬迁</em>的公告,cninfo
皇马科技(603181),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-29/1212303944.PDF,上市公司公告,强,政策激励与补偿,皇马科技关于收到<em>搬迁</em>入园奖励（补助）款的公告,皇马科技：皇马科技关于收到<em>搬迁</em>入园奖励（补助）款的公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-29/1212305450.PDF,上市公司公告,强,政策激励与补偿,关于收到退城<em>搬迁</em>补偿款的进展公告,河钢股份：关于收到退城<em>搬迁</em>补偿款的进展公告,cninfo
海利生物(603718),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-29/1212303322.PDF,上市公司公告,强,,海利生物关于公司上海厂区停产<em>搬迁</em>的公告,海利生物：海利生物关于公司上海厂区停产<em>搬迁</em>的公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-15/1212190796.PDF,上市公司公告,强,政策激励与补偿,关于退城<em>搬迁</em>补偿事项的进展公告,河钢股份：关于退城<em>搬迁</em>补偿事项的进展公告,cninfo
太原重工(600169),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-15/1212189902.PDF,上市公司公告,强,,太原重工关于控股股东整体退城<em>搬迁</em>工作取得政府批复的公告,太原重工：太原重工关于控股股东整体退城<em>搬迁</em>工作取得政府批复的公告,cninfo
众业达(002441),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-15/1212189819.PDF,上市公司公告,强,政策激励与补偿,关于全资子公司上海泰高开关有限公司收到<em>搬迁</em>补偿款尾款的进展公告,众业达：关于全资子公司上海泰高开关有限公司收到<em>搬迁</em>补偿款尾款的进展公告,cninfo
三圣股份(002742),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-12/1212145972.PDF,上市公司公告,强,政策激励与补偿,关于控股子公司签订《<em>搬迁</em>补偿协议》的公告,三圣股份：关于控股子公司签订《<em>搬迁</em>补偿协议》的公告,cninfo
东睦股份(600114),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-05/1212093737.PDF,上市公司公告,强,,东睦股份关于上海富驰高科技股份有限公司<em>搬迁</em>事宜的进展公告,东睦股份：东睦股份关于上海富驰高科技股份有限公司<em>搬迁</em>事宜的进展公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-05/1212093020.PDF,上市公司公告,强,政策激励与补偿,关于收到退城<em>搬迁</em>补偿款的进展公告,河钢股份：关于收到退城<em>搬迁</em>补偿款的进展公告,cninfo
东睦股份(600114),2021,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-01-01/1212072059.PDF,上市公司公告,强,,东睦股份关于上海富驰高科技股份有限公司<em>搬迁</em>事宜的公告,东睦股份：东睦股份关于上海富驰高科技股份有限公司<em>搬迁</em>事宜的公告,cninfo
长春燃气(600333),2021,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2021-12-31/1212059669.PDF,上市公司公告,强,政策激励与补偿,长春燃气收到延吉市政府<em>搬迁</em>补偿款的公告.docx,长春燃气：长春燃气收到延吉市政府<em>搬迁</em>补偿款的公告.docx,cninfo
靖远煤电(000552),2021,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2021-12-31/1212060309.PDF,上市公司公告,强,,关于下属红会第一煤矿南翼井田<em>搬迁</em>费会计处理的公告,靖远煤电：关于下属红会第一煤矿南翼井田<em>搬迁</em>费会计处理的公告,cninfo
英联股份(002846),2021,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2021-12-24/1212003643.PDF,上市公司公告,强,,关于子公司<em>搬迁</em>相关安置费用的公告,英联股份：关于子公司<em>搬迁</em>相关安置费用的公告,cninfo
江天化学(300927),2021,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2021-12-22/1211978285.PDF,上市公司公告,强,政策激励与补偿,关于签署《<em>搬迁</em>补偿合同》的进展公告,江天化学：关于签署《<em>搬迁</em>补偿合同》的进展公告,cninfo
平潭发展(000592),2021,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2021-12-21/1211969580.PDF,上市公司公告,强,政策激励与补偿,关于全资子公司签署<em>搬迁</em>补偿合同的进展公告,平潭发展：关于全资子公司签署<em>搬迁</em>补偿合同的进展公告,cninfo
旭杰科技(836149),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-10-21/1221451031.PDF,上市公司公告,强,,[临时公告]旭杰科技:关于控股子公司工厂拟<em>搬迁</em>的公告,[临时公告]旭杰科技:关于控股子公司工厂拟<em>搬迁</em>的公告,cninfo
大洋生物(003017),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-10-19/1221432248.PDF,上市公司公告,强,,关于投资建设年产800吨盐酸氨丙啉<em>搬迁</em>扩建技改项目的公告,大洋生物：关于投资建设年产800吨盐酸氨丙啉<em>搬迁</em>扩建技改项目的公告,cninfo
宝莫股份(002476),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-10-15/1221382191.PDF,上市公司公告,强,政策激励与补偿,关于全资子公司收取环境综合整治项目<em>搬迁</em>补偿的进展公告,宝莫股份：关于全资子公司收取环境综合整治项目<em>搬迁</em>补偿的进展公告,cninfo
真爱美家(003041),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-10-10/1221355693.PDF,上市公司公告,强,政策激励与补偿,关于全资子公司拟签署<em>搬迁</em>补偿协议的公告,真爱美家：关于全资子公司拟签署<em>搬迁</em>补偿协议的公告,cninfo
福莱新材(605488),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-09-28/1221313419.PDF,上市公司公告,强,政策激励与补偿,福莱新材关于公司部分厂房拟<em>搬迁</em>补偿的进展公告,福莱新材：福莱新材关于公司部分厂房拟<em>搬迁</em>补偿的进展公告,cninfo
"流金岁月,流金科技(834021)",2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-09-27/1221314849.PDF,上市公司公告,强,,[临时公告]流金科技:关于公司办公地址<em>搬迁</em>的公告,[临时公告]流金科技:关于公司办公地址<em>搬迁</em>的公告,cninfo
四环生物(000518),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-09-14/1221221325.PDF,上市公司公告,强,政策激励与补偿,江苏四环生物股份有限公司关于全资子公司签署《<em>搬迁</em>补偿协议书》的公告,四环生物：江苏四环生物股份有限公司关于全资子公司签署《<em>搬迁</em>补偿协议书》的公告,cninfo
信隆健康(002105),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-09-12/1221212381.PDF,上市公司公告,强,政策激励与补偿,关于执行<em>搬迁</em>补偿安置协议的进展公告,信隆健康：关于执行<em>搬迁</em>补偿安置协议的进展公告,cninfo
国科军工(688543),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-09-12/1221204097.PDF,上市公司公告,强,政策激励与补偿,关于子公司收到<em>搬迁</em>补偿款的进展公告,国科军工：关于子公司收到<em>搬迁</em>补偿款的进展公告,cninfo
锦胜集团(控股)(00794),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-09-02/1221113609.PDF,上市公司公告,强,政策激励与补偿,内幕消息有关<em>搬迁</em>补偿协议,锦胜集团(控股)：内幕消息有关<em>搬迁</em>补偿协议,cninfo
嘉亨家化(300955),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-08-27/1221005689.PDF,上市公司公告,强,,关于全资孙公司工厂<em>搬迁</em>的公告,嘉亨家化：关于全资孙公司工厂<em>搬迁</em>的公告,cninfo
稳健医疗(300888),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-08-20/1220923667.PDF,上市公司公告,强,空间与用地约束|政策激励与补偿,关于签署稳健工业园城市更新单元<em>搬迁</em>补偿安置相关补充协议的进展公告,稳健医疗：关于签署稳健工业园城市更新单元<em>搬迁</em>补偿安置相关补充协议的进展公告,cninfo
东睦股份(600114),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-08-20/1220908566.PDF,上市公司公告,强,政策激励与补偿,东睦股份关于上海富驰公司<em>搬迁</em>补偿款的进展公告,东睦股份：东睦股份关于上海富驰公司<em>搬迁</em>补偿款的进展公告,cninfo
*ST美讯(600898),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-08-02/1220778573.PDF,上市公司公告,强,,国美通讯设备股份有限公司关于全资子公司业务整合<em>搬迁</em>的公告,*ST美讯：国美通讯设备股份有限公司关于全资子公司业务整合<em>搬迁</em>的公告,cninfo
稳健医疗(300888),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-07-27/1220739964.PDF,上市公司公告,强,空间与用地约束|政策激励与补偿,关于拟签署稳健工业园城市更新单元<em>搬迁</em>补偿安置相关补充协议的公告,稳健医疗：关于拟签署稳健工业园城市更新单元<em>搬迁</em>补偿安置相关补充协议的公告,cninfo
国科军工(688543),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-07-23/1220701796.PDF,上市公司公告,强,政策激励与补偿,关于子公司收到<em>搬迁</em>补偿款的公告,国科军工：关于子公司收到<em>搬迁</em>补偿款的公告,cninfo
思进智能(003025),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-07-13/1220625173.PDF,上市公司公告,强,政策激励与补偿,关于收到<em>搬迁</em>补偿款的公告,思进智能：关于收到<em>搬迁</em>补偿款的公告,cninfo
天健集团(000090),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-07-13/1220628165.PDF,上市公司公告,强,空间与用地约束|政策激励与补偿,关于所属子公司签订《西丽高铁枢纽及相关工程土地整备项目（二期）<em>搬迁</em>补偿补充协议书》的公告,天健集团：关于所属子公司签订《西丽高铁枢纽及相关工程土地整备项目（二期）<em>搬迁</em>补偿补充协议书》的公告,cninfo
思进智能(003025),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-07-03/1220518077.PDF,上市公司公告,强,,关于公司生产基地<em>搬迁</em>的进展公告,思进智能：关于公司生产基地<em>搬迁</em>的进展公告,cninfo
云南铜业(000878),2024,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2024-07-02/1220512592.PDF,上市公司公告,强,,关于西南铜业<em>搬迁</em>项目电解生产系统带负荷试车的公告,云南铜业：关于西南铜业<em>搬迁</em>项目电解生产系统带负荷试车的公告,cninfo
