company,year,function,destination,industry,origin,evidence_url,evidence_type,evidence_strength,reasons,raw_title,raw_summary,source
中金辐照(300962),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-05-16/1216830171.PDF,上市公司公告,强,政策激励与补偿,中金辐照股份有限公司关于子公司签署<em>搬迁</em>补偿框架协议的公告,中金辐照：中金辐照股份有限公司关于子公司签署<em>搬迁</em>补偿框架协议的公告,cninfo
天原股份(002386),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-05-10/1216779620.PDF,上市公司公告,强,政策激励与补偿,关于拟签署《天蓝化工有限公司转型升级整体<em>搬迁</em>补偿协议》的公告,天原股份：关于拟签署《天蓝化工有限公司转型升级整体<em>搬迁</em>补偿协议》的公告,cninfo
英特集团(000411),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-29/1216682947.PDF,上市公司公告,强,政策激励与补偿,关于签署《英特东新路地块<em>搬迁</em>补偿协议》的公告,英特集团：关于签署《英特东新路地块<em>搬迁</em>补偿协议》的公告,cninfo
世龙实业(002748),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-29/1216688793.PDF,上市公司公告,强,,关于投资建设热电厂<em>搬迁</em>项目的公告,世龙实业：关于投资建设热电厂<em>搬迁</em>项目的公告,cninfo
汇金通(603577),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-29/1216695034.PDF,上市公司公告,强,政策激励与补偿,汇金通关于签订《<em>搬迁</em>补偿协议书》的公告,汇金通：汇金通关于签订《<em>搬迁</em>补偿协议书》的公告,cninfo
奥士康(002913),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-29/1216693775.PDF,上市公司公告,强,,奥士康科技股份有限公司关于全资子公司<em>搬迁</em>的公告,奥士康：奥士康科技股份有限公司关于全资子公司<em>搬迁</em>的公告,cninfo
日科化学(300214),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-28/1216648341.PDF,上市公司公告,强,,关于全资子公司实施一期厂区<em>搬迁</em>改造项目的公告,日科化学：关于全资子公司实施一期厂区<em>搬迁</em>改造项目的公告,cninfo
柳    工(000528),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-28/1216657816.PDF,上市公司公告,强,,关于合资公司广西威翔机械有限公司整体<em>搬迁</em>改造项目暨关联交易、关联担保的公告,柳    工：关于合资公司广西威翔机械有限公司整体<em>搬迁</em>改造项目暨关联交易、关联担保的公告,cninfo
柳    工(000528),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-28/1216657834.PDF,上市公司公告,强,,华泰联合证券有限责任公司关于合资公司广西威翔机械有限公司整体<em>搬迁</em>改造项目暨关联交易的核查意见,柳    工：华泰联合证券有限责任公司关于合资公司广西威翔机械有限公司整体<em>搬迁</em>改造项目暨关联交易的核查意见,cninfo
壹网壹创(300792),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-27/1216628084.PDF,上市公司公告,强,,关于办公场所<em>搬迁</em>及联系地址变更的公告,壹网壹创：关于办公场所<em>搬迁</em>及联系地址变更的公告,cninfo
华媒控股(000607),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-26/1216575902.PDF,上市公司公告,强,政策激励与补偿,关于收到部分房屋<em>搬迁</em>补偿款的公告,华媒控股：关于收到部分房屋<em>搬迁</em>补偿款的公告,cninfo
恒光股份(301118),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-12/1216388497.PDF,上市公司公告,强,,关于年产10万吨氯碱<em>搬迁</em>升级改造及配套项目进入试生产的公告,恒光股份：关于年产10万吨氯碱<em>搬迁</em>升级改造及配套项目进入试生产的公告,cninfo
福莱新材(605488),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-12/1216377453.PDF,上市公司公告,强,政策激励与补偿,福莱新材关于公司部分厂房拟<em>搬迁</em>补偿的进展公告,福莱新材：福莱新材关于公司部分厂房拟<em>搬迁</em>补偿的进展公告,cninfo
河钢股份(000709),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-07/1216341790.PDF,上市公司公告,强,政策激励与补偿,关于收到退城<em>搬迁</em>补偿款的进展公告,河钢股份：关于收到退城<em>搬迁</em>补偿款的进展公告,cninfo
汇金通(603577),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-07/1216345030.PDF,上市公司公告,强,空间与用地约束,汇金通关于收到房屋征收<em>搬迁</em>通知的提示性公告,汇金通：汇金通关于收到房屋征收<em>搬迁</em>通知的提示性公告,cninfo
华媒控股(000607),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-04/1216318055.PDF,上市公司公告,强,政策激励与补偿,关于全资子公司签署《房屋<em>搬迁</em>货币补偿协议书》的公告,华媒控股：关于全资子公司签署《房屋<em>搬迁</em>货币补偿协议书》的公告,cninfo
福莱新材(605488),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-04-01/1216297928.PDF,上市公司公告,强,政策激励与补偿,福莱新材关于公司部分厂房拟<em>搬迁</em>补偿的公告,福莱新材：福莱新材关于公司部分厂房拟<em>搬迁</em>补偿的公告,cninfo
茂业国际(00848),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-03-30/1216269693.PDF,上市公司公告,强,政策激励与补偿,主要交易有关土地、房屋及设施<em>搬迁</em>补偿协议,茂业国际：主要交易有关土地、房屋及设施<em>搬迁</em>补偿协议,cninfo
云南铜业(000878),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-03-23/1216190658.PDF,上市公司公告,强,,关于西南铜业分公司<em>搬迁</em>项目事项的进展公告,云南铜业：关于西南铜业分公司<em>搬迁</em>项目事项的进展公告,cninfo
杭汽轮Ｂ(200771),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-03-17/1216135867.PDF,上市公司公告,强,政策激励与补偿,关于收到<em>搬迁</em>补偿款的进展公告(英文）,杭汽轮Ｂ：关于收到<em>搬迁</em>补偿款的进展公告(英文）,cninfo
杭汽轮Ｂ(200771),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-03-17/1216135868.PDF,上市公司公告,强,政策激励与补偿,关于收到<em>搬迁</em>补偿款的进展公告,杭汽轮Ｂ：关于收到<em>搬迁</em>补偿款的进展公告,cninfo
*ST西源(600139),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-03-08/1216062878.PDF,上市公司公告,强,,西部资源关于公司总部办公地址<em>搬迁</em>和拟变更公司注册地址的公告,*ST西源：西部资源关于公司总部办公地址<em>搬迁</em>和拟变更公司注册地址的公告,cninfo
福能东方(300173),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-03-02/1216026843.PDF,上市公司公告,强,,关于办公地址<em>搬迁</em>的公告,福能东方：关于办公地址<em>搬迁</em>的公告,cninfo
1957 & CO.(08495),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-03-01/1216024193.PDF,上市公司公告,强,,有关权八餐厅及安南餐厅<em>搬迁</em>至利园二期的主要及关连交易以及持续关连交易的最新资料,1957 & CO.：有关权八餐厅及安南餐厅<em>搬迁</em>至利园二期的主要及关连交易以及持续关连交易的最新资料,cninfo
钱江生化(600796),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-02-28/1215987067.PDF,上市公司公告,强,,钱江生化关于全资子公司建设钱江生化生物农药原药及制剂退区入园<em>搬迁</em>项目的公告,钱江生化：钱江生化关于全资子公司建设钱江生化生物农药原药及制剂退区入园<em>搬迁</em>项目的公告,cninfo
万马股份(002276),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-02-28/1215991220.PDF,上市公司公告,强,政策激励与补偿,关于收到<em>搬迁</em>补偿款的进展公告,万马股份：关于收到<em>搬迁</em>补偿款的进展公告,cninfo
杭汽轮Ｂ(200771),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-02-15/1215869093.PDF,上市公司公告,强,政策激励与补偿,关于中能公司签订<em>搬迁</em>补偿协议的公告,杭汽轮Ｂ：关于中能公司签订<em>搬迁</em>补偿协议的公告,cninfo
苏豪弘业(600128),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-02-09/1215803245.PDF,上市公司公告,强,空间与用地约束,弘业股份关于全资子公司收到征收<em>搬迁</em>告知书的公告,弘业股份：弘业股份关于全资子公司收到征收<em>搬迁</em>告知书的公告,cninfo
粤 水 电(002060),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-01-20/1215664300.PDF,上市公司公告,强,,关于签订开平市工投货运港口有限公司三埠港<em>搬迁</em>项目(开平市三埠港区工程）勘察设计施工总承包合同的公告,粤 水 电：关于签订开平市工投货运港口有限公司三埠港<em>搬迁</em>项目(开平市三埠港区工程）勘察设计施工总承包合同的公告,cninfo
思进智能(003025),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-01-20/1215665189.PDF,上市公司公告,强,政策激励与补偿,关于收到部分<em>搬迁</em>补偿款的进展公告,思进智能：关于收到部分<em>搬迁</em>补偿款的进展公告,cninfo
茂业国际(00848),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-01-12/1215590854.PDF,上市公司公告,强,政策激励与补偿,延迟寄发有关土地、房屋及设施<em>搬迁</em>补偿协议的主要交易的通函及获授豁免严格遵守上市规则第 14.41（A）条,茂业国际：延迟寄发有关土地、房屋及设施<em>搬迁</em>补偿协议的主要交易的通函及获授豁免严格遵守上市规则第 14.41（A）条,cninfo
远东传动(002406),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-01-11/1215563669.PDF,上市公司公告,强,政策激励与补偿,许昌市建安区审计局委托的许昌远东传动轴股份有限公司<em>搬迁</em>补偿项目所依据的4套资产评估报告评估结果合理性复核报告（豫盛元评复字(2022)第2-001号）,远东传动：许昌市建安区审计局委托的许昌远东传动轴股份有限公司<em>搬迁</em>补偿项目所依据的4套资产评估报告评估结果合理性复核报告（豫盛元评复字(2022)第2-001号）,cninfo
ST宇顺(002289),2023,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2023-01-07/1215537998.PDF,上市公司公告,强,政策激励与补偿,关于全资子公司收到<em>搬迁</em>补偿款的进展公告,宇顺电子：关于全资子公司收到<em>搬迁</em>补偿款的进展公告,cninfo
海鸥股份(603269),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-29/1215469087.PDF,上市公司公告,强,,江苏海鸥冷却塔股份有限公司关于公司部分土地收储、全资子公司<em>搬迁</em>相关事项的进展公告,海鸥股份：江苏海鸥冷却塔股份有限公司关于公司部分土地收储、全资子公司<em>搬迁</em>相关事项的进展公告,cninfo
庄园牧场(002910),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-29/1215468320.PDF,上市公司公告,强,,兰州庄园牧场股份有限公司关于全资子公司政策性<em>搬迁</em>的进展公告,庄园牧场：兰州庄园牧场股份有限公司关于全资子公司政策性<em>搬迁</em>的进展公告,cninfo
东睦股份(600114),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-29/1215469187.PDF,上市公司公告,强,,东睦股份关于上海富驰高科技股份有限公司<em>搬迁</em>事宜的进展公告,东睦股份：东睦股份关于上海富驰高科技股份有限公司<em>搬迁</em>事宜的进展公告,cninfo
茂业国际(00848),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-22/1215431261.PDF,上市公司公告,强,政策激励与补偿,主要交易有关土地 、房屋及设施<em>搬迁</em>补偿协议,茂业国际：主要交易有关土地 、房屋及设施<em>搬迁</em>补偿协议,cninfo
杭汽轮Ｂ(200771),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-22/1215425306.PDF,上市公司公告,强,政策激励与补偿,关于收到<em>搬迁</em>补偿款的进展公告,杭汽轮Ｂ：关于收到<em>搬迁</em>补偿款的进展公告,cninfo
杭汽轮Ｂ(200771),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-22/1215425307.PDF,上市公司公告,强,政策激励与补偿,关于收到<em>搬迁</em>补偿款的进展公告(英文）,杭汽轮Ｂ：关于收到<em>搬迁</em>补偿款的进展公告(英文）,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-22/1215416784.PDF,上市公司公告,强,,邯郸分公司退城<em>搬迁</em>协议,河钢股份：邯郸分公司退城<em>搬迁</em>协议,cninfo
浙江建投(002761),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-22/1215416789.PDF,上市公司公告,强,政策激励与补偿,关于子公司拟签订《国有土地上非住宅房屋<em>搬迁</em>补偿协议》的公告,浙江建投：关于子公司拟签订《国有土地上非住宅房屋<em>搬迁</em>补偿协议》的公告,cninfo
百达精工(603331),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-22/1215415083.PDF,上市公司公告,强,,百达精工关于公司总部及子公司厂区<em>搬迁</em>完成的公告,百达精工：百达精工关于公司总部及子公司厂区<em>搬迁</em>完成的公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-22/1215416777.PDF,上市公司公告,强,,关于与邯郸市政府签订《邯郸分公司退城<em>搬迁</em>协议》的公告,河钢股份：关于与邯郸市政府签订《邯郸分公司退城<em>搬迁</em>协议》的公告,cninfo
云南铜业(000878),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-14/1215342938.PDF,上市公司公告,强,,关于投资建设西南铜业分公司<em>搬迁</em>项目的公告,云南铜业：关于投资建设西南铜业分公司<em>搬迁</em>项目的公告,cninfo
丰光精密(430510),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-12/1215333033.PDF,上市公司公告,强,政策激励与补偿,[临时公告]丰光精密:关于公司收到<em>搬迁</em>补偿款的进展公告,[临时公告]丰光精密:关于公司收到<em>搬迁</em>补偿款的进展公告,cninfo
茂业国际(00848),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-09/1215316516.PDF,上市公司公告,强,政策激励与补偿,潜在主要交易有关土地、房屋及设施<em>搬迁</em>补偿协议,茂业国际：潜在主要交易有关土地、房屋及设施<em>搬迁</em>补偿协议,cninfo
皇马科技(603181),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-12-09/1215302098.PDF,上市公司公告,强,政策激励与补偿,皇马科技关于收到<em>搬迁</em>入园奖励（补助）款的公告,皇马科技：皇马科技关于收到<em>搬迁</em>入园奖励（补助）款的公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-25/1215196333.PDF,上市公司公告,强,政策激励与补偿,关于收到退城<em>搬迁</em>补偿款的进展公告,河钢股份：关于收到退城<em>搬迁</em>补偿款的进展公告,cninfo
丰光精密(430510),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-22/1215176361.PDF,上市公司公告,强,政策激励与补偿,[临时公告]丰光精密:关于公司收到<em>搬迁</em>补偿款的进展公告,[临时公告]丰光精密:关于公司收到<em>搬迁</em>补偿款的进展公告,cninfo
洲明科技(300232),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-21/1215159930.PDF,上市公司公告,强,,关于办公场所<em>搬迁</em>及联系地址变更的公告,洲明科技：关于办公场所<em>搬迁</em>及联系地址变更的公告,cninfo
金安国纪(002636),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-19/1215149061.PDF,上市公司公告,强,政策激励与补偿,关于子公司收到房屋<em>搬迁</em>补偿款的公告,金安国纪：关于子公司收到房屋<em>搬迁</em>补偿款的公告,cninfo
河钢股份(000709),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-18/1215141494.PDF,上市公司公告,强,政策激励与补偿,关于收到退城<em>搬迁</em>补偿款的进展公告,河钢股份：关于收到退城<em>搬迁</em>补偿款的进展公告,cninfo
粤 水 电(002060),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-18/1215141366.PDF,上市公司公告,强,,关于三埠港<em>搬迁</em>项目（开平市三埠港区工程）勘察设计施工总承包（EPC）中标的公告,粤 水 电：关于三埠港<em>搬迁</em>项目（开平市三埠港区工程）勘察设计施工总承包（EPC）中标的公告,cninfo
胜华新材(603026),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-15/1215107167.PDF,上市公司公告,强,政策激励与补偿,胜华新材关于收到<em>搬迁</em>补偿款进展的公告,胜华新材：胜华新材关于收到<em>搬迁</em>补偿款进展的公告,cninfo
兆新股份(002256),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-12/1215083845.PDF,上市公司公告,强,空间与用地约束|政策激励与补偿,关于签订《深圳市宝安区石岩街道兆新能源工业园城市更新单元项目<em>搬迁</em>补偿协议》的公告,兆新股份：关于签订《深圳市宝安区石岩街道兆新能源工业园城市更新单元项目<em>搬迁</em>补偿协议》的公告,cninfo
兆新股份(002256),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-12/1215083843.PDF,上市公司公告,强,空间与用地约束|政策激励与补偿,独立董事关于签订《深圳市宝安区石岩街道兆新能源工业园城市更新单元项目<em>搬迁</em>补偿协议》的独立意见,兆新股份：独立董事关于签订《深圳市宝安区石岩街道兆新能源工业园城市更新单元项目<em>搬迁</em>补偿协议》的独立意见,cninfo
克劳斯(600579),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-03/1215013986.PDF,上市公司公告,强,,克劳斯玛菲股份有限公司关于全资子公司慕尼黑工厂<em>搬迁</em>项目的公告,克劳斯：克劳斯玛菲股份有限公司关于全资子公司慕尼黑工厂<em>搬迁</em>项目的公告,cninfo
杭汽轮Ｂ(200771),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-02/1215009111.PDF,上市公司公告,强,政策激励与补偿,关于收到<em>搬迁</em>补偿款的进展公告,杭汽轮Ｂ：关于收到<em>搬迁</em>补偿款的进展公告,cninfo
杭汽轮Ｂ(200771),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-11-02/1215009110.PDF,上市公司公告,强,政策激励与补偿,关于收到<em>搬迁</em>补偿款的进展公告(英文）,杭汽轮Ｂ：关于收到<em>搬迁</em>补偿款的进展公告(英文）,cninfo
兰花科创(600123),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-10-31/1214976635.PDF,上市公司公告,强,政策激励与补偿,兰花科创关于对兰花纳米公司旧厂区整体关停<em>搬迁</em>损失补偿暨关联交易公告,兰花科创：兰花科创关于对兰花纳米公司旧厂区整体关停<em>搬迁</em>损失补偿暨关联交易公告,cninfo
云煤能源(600792),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-10-29/1214964409.PDF,上市公司公告,强,,云南煤业能源股份有限公司关于焦化环保<em>搬迁</em>转型升级项目建设进展的公告,云煤能源：云南煤业能源股份有限公司关于焦化环保<em>搬迁</em>转型升级项目建设进展的公告,cninfo
中国西电(601179),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-10-28/1214944573.PDF,上市公司公告,强,,中国西电关于全资子公司土地收储<em>搬迁</em>的公告,中国西电：中国西电关于全资子公司土地收储<em>搬迁</em>的公告,cninfo
北方稀土(600111),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-10-25/1214883718.PDF,上市公司公告,强,,北方稀土关于控股子公司完成氯化稀土冶炼分离转型升级<em>搬迁</em>项目的公告,北方稀土：北方稀土关于控股子公司完成氯化稀土冶炼分离转型升级<em>搬迁</em>项目的公告,cninfo
浙能电力(600023),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-10-25/1214881715.PDF,上市公司公告,强,,关于镇海电厂区域整体<em>搬迁</em>的公告,浙能电力：关于镇海电厂区域整体<em>搬迁</em>的公告,cninfo
长青股份(002391),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-10-25/1214881548.PDF,上市公司公告,强,空间与用地约束,关于对公司沿江厂区实施腾退<em>搬迁</em>改建的公告,长青股份：关于对公司沿江厂区实施腾退<em>搬迁</em>改建的公告,cninfo
东湖高新(600133),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-10-01/1214721658.PDF,上市公司公告,强,,关于办公地址<em>搬迁</em>的公告,东湖高新：关于办公地址<em>搬迁</em>的公告,cninfo
万马股份(002276),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-09-28/1214698858.PDF,上市公司公告,强,政策激励与补偿,关于子公司<em>搬迁</em>补偿涉及关联交易的公告,万马股份：关于子公司<em>搬迁</em>补偿涉及关联交易的公告,cninfo
中国重工(601989),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-09-26/1214675615.PDF,上市公司公告,强,,中国重工关于子公司大连船舶重工集团有限公司签署<em>搬迁</em>建设升级项目相关框架性合作协议的公告,中国重工：中国重工关于子公司大连船舶重工集团有限公司签署<em>搬迁</em>建设升级项目相关框架性合作协议的公告,cninfo
春泉产业信托(01426),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-09-19/1214629515.PDF,上市公司公告,强,,公告 - 有关终止MERCURIA BEIJING现有租约及订立MERCURIA BEIJING<em>搬迁</em>租约之持续关连人士交易,春泉产业信托：公告 - 有关终止MERCURIA BEIJING现有租约及订立MERCURIA BEIJING<em>搬迁</em>租约之持续关连人士交易,cninfo
科士达(002518),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-09-10/1214577717.PDF,上市公司公告,强,政策激励与补偿,关于签订<em>搬迁</em>补偿安置协议的公告,科士达：关于签订<em>搬迁</em>补偿安置协议的公告,cninfo
1957 & CO.(08495),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-09-09/1214578585.PDF,上市公司公告,强,,(1) 提早终止利园一期权八餐厅及安南餐厅的现有租约及许可协议;及(2) 有关权八餐厅及安南餐厅<em>搬迁</em>至利园二期的可能主要交易、关连交易及持续关连交易,1957 & CO.：(1) 提早终止利园一期权八餐厅及安南餐厅的现有租约及许可协议;及(2) 有关权八餐厅及安南餐厅<em>搬迁</em>至利园二期的可能主要交易、关连交易及持续关连交易,cninfo
盛达资源(000603),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-09-09/1214570069.PDF,上市公司公告,强,,关于子公司厂房<em>搬迁</em>的进展公告,盛达资源：关于子公司厂房<em>搬迁</em>的进展公告,cninfo
万马股份(002276),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-09-02/1214512537.PDF,上市公司公告,强,政策激励与补偿,关于子公司拟签订《国有土地上房屋<em>搬迁</em>补偿协议》的公告,万马股份：关于子公司拟签订《国有土地上房屋<em>搬迁</em>补偿协议》的公告,cninfo
粤海置地(00124),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-09-01/1214514383.PDF,上市公司公告,强,政策激励与补偿,有关<em>搬迁</em>补偿协议的须予披露交易及终止持续关连交易,粤海置地：有关<em>搬迁</em>补偿协议的须予披露交易及终止持续关连交易,cninfo
盛达资源(000603),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-08-30/1214443613.PDF,上市公司公告,强,,关于子公司收到《<em>搬迁</em>告知书》的公告,盛达资源：关于子公司收到《<em>搬迁</em>告知书》的公告,cninfo
苏常柴Ａ(000570),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-08-24/1214370332.PDF,上市公司公告,强,,关于增加非公开发行募投项目之轻型发动机及铸造<em>搬迁</em>项目实施主体的公告,苏常柴Ａ：关于增加非公开发行募投项目之轻型发动机及铸造<em>搬迁</em>项目实施主体的公告,cninfo
宁波富达(600724),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-08-24/1214370066.PDF,上市公司公告,强,,宁波富达关于调增公司控股子公司在建项目（宁波科环年产200万吨水泥粉磨系统<em>搬迁</em>项目）投资总额的公告,宁波富达：宁波富达关于调增公司控股子公司在建项目（宁波科环年产200万吨水泥粉磨系统<em>搬迁</em>项目）投资总额的公告,cninfo
百达精工(603331),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-08-10/1214258599.PDF,上市公司公告,强,,百达精工关于公司总部及子公司厂区<em>搬迁</em>的公告,百达精工：百达精工关于公司总部及子公司厂区<em>搬迁</em>的公告,cninfo
恒基发展(00097),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-08-09/1214259474.PDF,上市公司公告,强,,股份登记及过户处之<em>搬迁</em>,恒基发展：股份登记及过户处之<em>搬迁</em>,cninfo
丰光精密(430510),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-07-27/1214146881.PDF,上市公司公告,强,政策激励与补偿,[临时公告]丰光精密:关于公司收到<em>搬迁</em>补偿款的公告,[临时公告]丰光精密:关于公司收到<em>搬迁</em>补偿款的公告,cninfo
丰光精密(430510),2022,制造或运营外迁待判定,待判定,待分类,深圳,https://static.cninfo.com.cn/finalpage/2022-07-26/1214135825.PDF,上市公司公告,强,政策激励与补偿,[临时公告]丰光精密:关于签订公司二工厂<em>搬迁</em>补偿协议的公告,[临时公告]丰光精密:关于签订公司二工厂<em>搬迁</em>补偿协议的公告,cninfo
